uniprot	pfam	start	stop	type
51121763	P43123	PF01704	57	413	Family
51123341	P38709	PF01704	46	455	Family
51123520	P32861	PF01704	52	464	Family
51150630	Q06321	PF00201	888	1156	Family
51201696	P25604	PF05743	31	162	Domain
51204498	P53044	PF03152	21	199	Family
51205803	P54860	PF10408	217	865	Family
51209898	P40343	PF02809	301	317	Motif
51212363	P40343	PF02809	258	274	Motif
51229163	P38111	PF08064	875	977	Domain
51230465	P38293	PF05348	24	146	Family
51234480	P36125	PF05216	41	273	Family
51238643	P51534	PF11701	147	316	Family
51267402	P38301	PF01169	194	268	Family
51269411	P38301	PF01169	43	117	Family
51279816	Q12463	PF01170	183	303	Domain
51281702	P25637	PF01205	144	251	Family
51286017	Q12257	PF01205	21	163	Family
51308615	P53980	PF01933	3	440	Family
51323137	Q08968	PF02696	48	649	Family
51326713	P38336	PF01868	171	263	Family
51338664	Q08962	PF03657	96	175	Domain
51339773	Q08962	PF17833	2	83	Domain
51342371	Q12164	PF03661	15	265	Family
51360639	P40093	PF03690	16	337	Family
51373722	O60200	PF05254	7	75	Family
51375115	Q12016	PF05255	5	178	Family
51391796	P30771	PF09416	60	208	Domain
51393591	P38798	PF04050	948	1085	Family
51396098	P18562	PF14681	12	216	Domain
51401114	P27515	PF14681	290	485	Domain
51404319	P53152	PF00179	9	136	Domain
51408455	P52491	PF00179	31	172	Domain
51409293	P15732	PF00179	6	143	Domain
51411699	P52490	PF00179	7	144	Domain
51413571	P21734	PF00179	6	145	Domain
51414885	Q02159	PF00179	8	159	Domain
51416667	P15731	PF00179	6	143	Domain
51416670	P06104	PF00179	8	145	Domain
51417019	P50623	PF00179	8	152	Domain
51418568	P33296	PF00179	9	146	Domain
51419167	P52492	PF00179	12	150	Domain
51421024	P14682	PF00179	11	164	Domain
51433737	P29340	PF00179	21	174	Domain
51434287	P28263	PF00179	5	143	Domain
51436116	P47108	PF10441	964	1174	Family
51459978	P32459	PF04115	1	193	Domain
51464942	P40554	PF09138	3	99	Family
51473492	P32347	PF01208	7	359	Domain
51488241	P53146	PF09753	16	242	Family
51492154	P25386	PF04871	1659	1786	Family
51493140	P25386	PF04869	364	715	Family
51546250	P50101	PF14533	965	1217	Family
51549456	P50101	PF12436	648	948	Family
51553783	P34247	PF03998	10	250	Family
51555994	Q12220	PF04003	801	910	Family
51556956	Q04177	PF04003	448	552	Family
51557604	P25635	PF04003	746	851	Family
51558811	Q05946	PF08625	666	813	Domain
51559335	Q04500	PF04615	162	897	Family
51560700	Q04305	PF09384	365	511	Family
51561957	Q06078	PF04192	694	937	Domain
51563353	P40498	PF06862	248	720	Family
51564392	P53276	PF10395	1	713	Family
51653271	Q12039	PF00580	119	261	Domain
51673745	Q12039	PF00580	4	145	Domain
51673996	P12954	PF00580	15	301	Domain
51677602	Q12039	PF13361	268	634	Domain
51698918	P12954	PF13361	307	736	Domain
51723271	P31412	PF03223	11	386	Family
51725005	P48836	PF03179	2	106	Family
51725504	P41807	PF11698	352	477	Family
51727088	P41807	PF03224	11	346	Family
51761172	Q04338	PF05008	12	93	Family
51761552	P25385	PF12352	153	218	Domain
51762713	Q04338	PF12352	125	190	Domain
51763580	P38736	PF12352	136	201	Domain
51770576	Q06708	PF11916	572	747	Domain
51771614	P25591	PF17321	5	423	Family
51771702	P53950	PF12751	670	1001	Family
51772132	P53950	PF12751	410	672	Family
51772393	P38263	PF09783	122	347	Family
51772400	P53242	PF09783	78	277	Family
51788617	Q3E743	PF04892	2	107	Family
51796861	P02381	PF05316	35	398	Family
51800662	P38800	PF16016	971	1119	Domain
51801138	Q06681	PF16016	854	998	Domain
51801210	P38717	PF16016	774	946	Domain
51801586	Q06681	PF16016	1062	1205	Domain
51801930	P43560	PF16016	412	562	Domain
51801981	P38851	PF16016	776	946	Domain
51802505	P38800	PF16016	761	910	Domain
51802574	Q08001	PF16016	406	556	Domain
51804326	P32366	PF01992	13	341	Family
51808785	P22203	PF01991	23	223	Family
51850051	P53058	PF10339	6	206	Family
51850061	Q08910	PF10339	6	206	Family
51856480	P40080	PF08432	3	203	Family
51863006	P40041	PF04001	22	112	Family
51863028	P40522	PF04001	16	106	Family
51863760	P38817	PF00790	20	165	Domain
51866816	P38753	PF00790	2	141	Domain
51868113	Q06336	PF00790	16	161	Domain
51868412	P40343	PF00790	3	145	Domain
51869060	P40157	PF08553	418	777	Domain
51869597	P40157	PF17748	1	178	Family
51870457	P40157	PF17747	231	336	Domain
51912579	P47818	PF01988	101	319	Family
51923280	P32341	PF11712	64	197	Family
51924019	P41806	PF09446	8	61	Domain
51925969	P34234	PF03517	82	244	Family
51933726	P37020	PF00654	167	550	Family
51940940	P12868	PF12451	976	1023	Family
51942510	Q07878	PF16908	146	382	Family
51946083	Q07878	PF16909	2741	2919	Family
51947027	Q07878	PF16910	610	846	Repeat
51950433	Q03308	PF04840	478	798	Family
51950883	Q03308	PF04841	4	379	Family
51952946	P25604	PF09454	316	379	Domain
51953622	P40335	PF03643	5	364	Family
51955449	Q02767	PF03997	40	241	Family
51956233	P34110	PF03635	8	829	Family
51957913	Q06696	PF16988	109	173	Domain
51958740	Q06696	PF11605	8	96	Family
51959129	Q05919	PF17649	1	436	Family
51959448	Q07468	PF10366	603	715	Family
51961458	Q07468	PF10367	905	1019	Domain
51962774	P52917	PF09336	373	433	Domain
51962916	P25694	PF09336	731	784	Domain
51965309	P40328	PF09336	713	750	Domain
51966838	P39955	PF09336	846	893	Domain
51967013	P36158	PF09325	342	580	Domain
51967413	Q92331	PF09325	439	673	Domain
51971147	P38261	PF08700	177	262	Family
51972974	P36116	PF08700	84	164	Family
51973470	P39904	PF04129	47	607	Family
51974784	P47061	PF16854	575	779	Domain
51975702	P47061	PF04100	5	369	Family
51978977	P47111	PF04133	12	132	Family
51980503	P53285	PF06101	179	363	Family
51982125	P39702	PF12816	538	735	Domain
51984057	P54787	PF02204	206	308	Family
51984450	P0CF17	PF02204	7	79	Family
51987121	Q02866	PF02204	313	410	Family
51998707	Q06263	PF04652	4	166	Family
52000080	Q06263	PF18097	291	328	Domain
52000302	Q02725	PF09359	204	536	Domain
52002031	P43585	PF09359	202	531	Domain
52002886	P47075	PF09359	195	467	Domain
52049198	P38886	PF13519	6	117	Domain
52081801	P32563	PF01496	31	822	Family
52082704	P37296	PF01496	31	885	Family
52088788	P32501	PF02020	631	710	Family
52090183	P38431	PF02020	320	402	Family
52091252	P53125	PF10537	24	124	Domain
52091439	Q08964	PF10537	24	124	Domain
52099242	Q99359	PF16997	253	636	Domain
52106415	P25627	PF12589	198	273	Family
52115067	P25382	PF00400	133	172	Repeat
52115491	P38011	PF00400	280	314	Repeat
52115948	P36130	PF00400	519	555	Repeat
52116609	Q06679	PF00400	270	308	Repeat
52119756	P40217	PF00400	42	80	Repeat
52119987	P38011	PF00400	186	224	Repeat
52121803	P38968	PF00400	98	137	Repeat
52123011	Q04305	PF00400	158	197	Repeat
52124826	Q12417	PF00400	380	427	Repeat
52126621	P07834	PF00400	453	493	Repeat
52127315	P26309	PF00400	418	458	Repeat
52139552	P25635	PF00400	419	459	Repeat
52140150	Q00362	PF00400	278	319	Repeat
52141938	Q08924	PF00400	169	207	Repeat
52143874	Q12220	PF00400	564	600	Repeat
52144748	P39946	PF00400	287	324	Repeat
52145471	P53011	PF00400	291	332	Repeat
52146150	P20484	PF00400	42	78	Repeat
52146292	P07834	PF00400	560	598	Repeat
52146739	P18851	PF00400	171	208	Repeat
52146905	P53622	PF00400	127	165	Repeat
52151259	P38129	PF00400	516	553	Repeat
52152629	Q12220	PF00400	111	149	Repeat
52157858	Q04199	PF00400	4	43	Repeat
52160328	Q12417	PF00400	214	252	Repeat
52164060	P40362	PF00400	240	276	Repeat
52164196	P40217	PF00400	2	37	Repeat
52168481	P38328	PF00400	139	181	Repeat
52168816	P33750	PF00400	58	96	Repeat
52174223	P36037	PF00400	89	125	Repeat
52177546	Q04225	PF00400	407	446	Repeat
52177919	P53011	PF00400	201	244	Repeat
52179530	P20053	PF00400	255	293	Repeat
52181084	P25382	PF00400	476	514	Repeat
52182226	P07834	PF00400	371	408	Repeat
52187128	P39108	PF00400	94	133	Repeat
52189553	Q04199	PF00400	133	173	Repeat
52193277	Q05946	PF00400	565	603	Repeat
52193616	P40362	PF00400	550	590	Repeat
52195720	P41318	PF00400	108	144	Repeat
52195984	P53197	PF00400	417	458	Repeat
52196908	P40042	PF00400	64	99	Repeat
52201426	Q12024	PF00400	95	131	Repeat
52213077	P39108	PF00400	270	312	Repeat
52216035	Q04305	PF00400	115	153	Repeat
52218706	Q12021	PF00400	186	224	Repeat
52224044	Q08281	PF00400	359	396	Repeat
52224143	P43601	PF00400	235	274	Repeat
52228391	Q04660	PF00400	764	806	Repeat
52230800	P38129	PF00400	599	637	Repeat
52235873	P25569	PF00400	649	687	Repeat
52237198	P20484	PF00400	139	177	Repeat
52238542	Q12220	PF00400	647	685	Repeat
52240569	P20484	PF00400	291	330	Repeat
52242273	P42935	PF00400	51	87	Repeat
52243950	P39014	PF00400	372	408	Repeat
52246958	P53011	PF00400	45	85	Repeat
52247628	Q05583	PF00400	143	181	Repeat
52250540	P42935	PF00400	192	234	Repeat
52250714	P32479	PF00400	169	207	Repeat
52257912	P36130	PF00400	352	391	Repeat
52260948	P38123	PF00400	128	167	Repeat
52263112	P07834	PF00400	412	449	Repeat
52263652	Q12523	PF00400	277	316	Repeat
52271051	Q06506	PF00400	225	264	Repeat
52273964	P32479	PF00400	5	45	Repeat
52276099	P32330	PF00400	165	201	Repeat
52278540	Q03177	PF00400	159	201	Repeat
52281104	P25635	PF00400	377	415	Repeat
52284043	P38123	PF00400	44	82	Repeat
52291666	P16649	PF00400	568	604	Repeat
52294935	Q04491	PF00400	43	83	Repeat
52307171	P41318	PF00400	197	235	Repeat
52307709	P42935	PF00400	547	591	Repeat
52311715	P40968	PF00400	152	191	Repeat
52312520	P42841	PF00400	209	247	Repeat
52312995	P46680	PF00400	54	93	Repeat
52326742	Q05946	PF00400	134	176	Repeat
52327202	P47025	PF00400	388	427	Repeat
52329165	P53622	PF00400	243	281	Repeat
52333005	Q03177	PF00400	268	305	Repeat
52340263	P16649	PF00400	517	555	Repeat
52342193	P41811	PF00400	218	256	Repeat
52345267	Q04225	PF00400	313	350	Repeat
52351424	P42841	PF00400	167	205	Repeat
52359538	P25382	PF00400	268	305	Repeat
52361651	P25635	PF00400	463	501	Repeat
52362358	P39946	PF00400	327	386	Repeat
52366104	Q05946	PF00400	180	224	Repeat
52369844	P40066	PF00400	30	65	Repeat
52371469	P36104	PF00400	103	141	Repeat
52373825	Q12523	PF00400	384	423	Repeat
52375927	P38123	PF00400	86	124	Repeat
52378984	P40066	PF00400	71	108	Repeat
52382127	P38011	PF00400	138	182	Repeat
52383521	P39014	PF00400	332	368	Repeat
52390313	P38262	PF00400	349	387	Repeat
52393153	P36130	PF00400	414	450	Repeat
52394266	Q12417	PF00400	129	168	Repeat
52397797	Q05946	PF00400	607	645	Repeat
52399260	P47025	PF00400	492	528	Repeat
52400283	P36130	PF00400	309	348	Repeat
52401131	P40968	PF00400	196	234	Repeat
52402168	Q12220	PF00400	463	501	Repeat
52411568	P16649	PF00400	662	706	Repeat
52414181	P36104	PF00400	14	55	Repeat
52417426	P13712	PF00400	331	370	Repeat
52422015	P46680	PF00400	329	363	Repeat
52422915	P25382	PF00400	434	472	Repeat
52424948	P53962	PF00400	137	177	Repeat
52426271	P20484	PF00400	82	135	Repeat
52429191	P16649	PF00400	432	471	Repeat
52435402	P25382	PF00400	176	214	Repeat
52435744	P39946	PF00400	407	443	Repeat
52435935	P38262	PF00400	206	248	Repeat
52436410	P36037	PF00400	127	166	Repeat
52440200	P47025	PF00400	431	469	Repeat
52444793	P16649	PF00400	475	513	Repeat
52445339	Q05583	PF00400	187	227	Repeat
52448886	P39108	PF00400	209	249	Repeat
52449061	P53011	PF00400	1	37	Repeat
52455693	P07834	PF00400	521	556	Repeat
52458351	P38011	PF00400	55	93	Repeat
52458392	Q12220	PF00400	605	643	Repeat
52461842	Q12024	PF00400	198	235	Repeat
52462114	Q04199	PF00400	364	398	Repeat
52469371	P20053	PF00400	339	377	Repeat
52471582	Q05583	PF00400	47	85	Repeat
52475473	P41811	PF00400	87	125	Repeat
52478385	P39984	PF00400	285	324	Repeat
52481171	P25382	PF00400	392	430	Repeat
52481988	P41318	PF00400	65	103	Repeat
52482098	Q06440	PF00400	173	210	Repeat
52482279	P39014	PF00400	411	449	Repeat
52482292	P26309	PF00400	374	413	Repeat
52488151	P38149	PF00400	53	98	Repeat
52488925	P38011	PF00400	97	135	Repeat
52489548	Q12024	PF00400	134	171	Repeat
52493844	P18851	PF00400	381	419	Repeat
52494529	Q06440	PF00400	72	110	Repeat
52496755	Q12220	PF00400	153	190	Repeat
52497912	P36037	PF00400	3	40	Repeat
52498174	P16649	PF00400	336	371	Repeat
52498205	P33750	PF00400	334	376	Repeat
52500934	P40968	PF00400	283	321	Repeat
52507091	P42841	PF00400	124	163	Repeat
52515008	Q06078	PF00400	574	613	Repeat
52517210	P32330	PF00400	311	349	Repeat
52520394	P40217	PF00400	283	321	Repeat
52522816	Q05946	PF00400	523	561	Repeat
52524464	P53851	PF00400	244	281	Repeat
52524727	P38129	PF00400	641	679	Repeat
52525335	P38968	PF00400	246	286	Repeat
52534981	Q06440	PF00400	130	169	Repeat
52535821	Q12220	PF00400	380	418	Repeat
52538593	Q08281	PF00400	248	287	Repeat
52538740	P39706	PF00400	62	100	Repeat
52543350	P42935	PF00400	376	412	Repeat
52547460	P33750	PF00400	295	333	Repeat
52547524	P32479	PF00400	127	165	Repeat
52547736	P53196	PF00400	125	164	Repeat
52547741	P32479	PF00400	69	106	Repeat
52548813	P13712	PF00400	374	413	Repeat
52549903	P53197	PF00400	505	543	Repeat
52553429	P38129	PF00400	558	595	Repeat
52556090	P25365	PF00400	295	330	Repeat
52557220	Q02931	PF00400	288	325	Repeat
52563534	Q02793	PF00400	280	319	Repeat
52563940	Q05946	PF00400	481	519	Repeat
52565325	P38262	PF00400	391	428	Repeat
52566144	P18851	PF00400	82	120	Repeat
52568045	P40042	PF00400	1	39	Repeat
52569302	P40066	PF00400	247	297	Repeat
52571388	P18851	PF00400	212	256	Repeat
52571468	P53196	PF00400	168	206	Repeat
52571856	P40968	PF00400	371	411	Repeat
52576194	P53962	PF00400	281	321	Repeat
52576300	P39946	PF00400	243	283	Repeat
52576408	P38129	PF00400	456	494	Repeat
52577312	Q12021	PF00400	42	84	Repeat
52579946	P53622	PF00400	85	123	Repeat
52580309	P25635	PF00400	137	174	Repeat
52583847	P25635	PF00400	334	373	Repeat
52584263	P38011	PF00400	8	46	Repeat
52584573	Q12510	PF00400	327	362	Repeat
52586634	P53197	PF00400	334	368	Repeat
52586875	Q05946	PF00400	380	416	Repeat
52588609	P20053	PF00400	298	335	Repeat
52593455	P53622	PF00400	43	81	Repeat
52594173	Q03177	PF00400	309	347	Repeat
52595463	P38129	PF00400	683	722	Repeat
52596638	P41811	PF00400	174	214	Repeat
52596703	P43601	PF00400	278	318	Repeat
52601307	Q04305	PF00400	242	285	Repeat
52601460	P39014	PF00400	542	578	Repeat
52601739	P42935	PF00400	599	634	Repeat
52603415	P26449	PF00400	234	279	Repeat
52605054	Q12417	PF00400	172	210	Repeat
52613383	P47025	PF00400	596	632	Repeat
52613419	P21304	PF00400	275	315	Repeat
52614192	P36037	PF00400	210	247	Repeat
52617132	P33750	PF00400	100	149	Repeat
52617706	Q04660	PF00400	427	465	Repeat
52617924	P41318	PF00400	240	278	Repeat
52619464	P40066	PF00400	115	153	Repeat
52620694	P53622	PF00400	197	237	Repeat
52621026	Q02793	PF00400	8	42	Repeat
52621599	Q04491	PF00400	194	235	Repeat
52624329	P20053	PF00400	427	465	Repeat
52626473	Q12417	PF00400	256	294	Repeat
52628704	P25569	PF00400	691	741	Repeat
52628916	P16649	PF00400	620	658	Repeat
52630588	P25382	PF00400	218	264	Repeat
52631697	P38123	PF00400	171	217	Repeat
52631993	P50082	PF00400	380	418	Repeat
52634293	Q04660	PF00400	713	751	Repeat
52636591	Q05583	PF00400	97	135	Repeat
52639732	P38328	PF00400	54	90	Repeat
52639990	P41811	PF00400	130	169	Repeat
52642943	Q04199	PF00400	61	99	Repeat
52643186	P39014	PF00400	293	328	Repeat
52646744	Q12024	PF00400	365	404	Repeat
52648622	P42841	PF00400	339	378	Repeat
52650683	Q06440	PF16300	352	393	Repeat
52658155	Q06672	PF10273	32	111	Family
52675665	Q12446	PF00568	13	124	Domain
52678884	Q12446	PF02205	544	574	Family
52680506	P37370	PF02205	84	113	Family
52680519	P37370	PF02205	27	53	Family
52684598	P53718	PF08528	103	127	Motif
52684985	Q12416	PF08528	181	205	Motif
52695844	P43596	PF15612	365	411	Family
52696755	Q08119	PF15612	278	324	Family
52700984	P38838	PF08325	27	221	Domain
52719777	P54867	PF01822	24	100	Domain
52721609	P53832	PF01822	28	108	Domain
52722441	Q12215	PF01822	42	122	Domain
52727992	Q08964	PF15613	749	919	Family
52729371	P53125	PF15613	868	1046	Family
52731600	P38236	PF17098	222	366	Family
52733401	P33203	PF00397	2	29	Domain
52733539	P22696	PF00397	11	41	Domain
52734307	Q06525	PF00397	2	30	Domain
52741575	P39940	PF00397	389	418	Domain
52749885	P33203	PF00397	42	70	Domain
52754188	P43582	PF00397	11	41	Domain
52755438	P39940	PF00397	231	260	Domain
52756283	P39940	PF00397	333	362	Domain
52760954	P46995	PF18507	479	505	Domain
52783229	Q08960	PF08608	659	728	Family
52810730	P22146	PF07983	377	452	Domain
52812683	Q06135	PF07983	397	473	Domain
52871632	Q06148	PF09302	14	183	Family
52871634	P53150	PF09302	114	273	Family
52876026	P28519	PF05181	223	273	Domain
52878271	P32628	PF09280	260	309	Domain
52879734	P40028	PF00867	181	288	Family
52879991	Q12086	PF00867	138	227	Family
52882649	P39875	PF00867	138	227	Family
52883355	P26793	PF00867	144	231	Family
52884383	P07276	PF00867	780	864	Family
52887435	P07276	PF00752	1	98	Family
52887897	P40850	PF00752	1	103	Family
52888759	P39875	PF00752	1	99	Family
52889408	P26793	PF00752	1	108	Family
52890958	Q12086	PF00752	1	99	Family
52891710	Q99189	PF08389	100	253	Family
52895408	P33418	PF08389	102	274	Family
52895675	P30822	PF08389	111	256	Family
52898305	P22147	PF18332	723	914	Domain
52899183	P22147	PF18334	918	1005	Domain
52899411	P22147	PF18194	1087	1157	Domain
52901595	Q02792	PF17846	487	877	Domain
52902523	P22147	PF17846	271	701	Domain
52902873	Q02792	PF17846	313	498	Domain
52903155	P22147	PF03159	1	227	Family
52904370	Q02792	PF03159	1	254	Family
52943569	P47118	PF09811	34	72	Family
52944328	P53846	PF09811	53	91	Family
52984439	P42839	PF03733	239	296	Domain
53020264	P38746	PF06071	313	399	Domain
53025053	P38219	PF06071	307	390	Domain
53043972	Q03702	PF09159	69	315	Domain
53043986	P07266	PF09159	11	357	Domain
53055955	Q05635	PF17745	14	115	Domain
53056713	P0CX81	PF11403	9	47	Family
53056715	P0CX80	PF11403	9	47	Family
53057086	P53930	PF03366	40	121	Family
53057791	P35189	PF03366	29	111	Family
53058486	Q99314	PF03366	30	112	Family
53117089	P53845	PF03878	60	314	Family
53121637	P53093	PF04893	52	234	Domain
53122121	P53039	PF04893	77	247	Domain
53122214	P53108	PF04893	101	305	Domain
53124436	P38191	PF03226	41	138	Domain
53149722	P40165	PF03853	28	204	Domain
53151064	P39998	PF03853	305	500	Domain
53182547	Q03388	PF05764	21	292	Family
53183852	P32617	PF08265	115	143	Domain
53184001	Q03388	PF08265	709	737	Domain
53202343	Q3E834	PF08571	6	85	Family
53203023	Q99220	PF17880	271	395	Domain
53210357	Q12032	PF09424	29	163	Domain
53217366	P23615	PF14639	744	895	Domain
53222654	P32793	PF04366	88	214	Family
53223396	P43603	PF04366	88	214	Family
53238812	Q06390	PF04146	155	291	Domain
53240441	P53584	PF10355	176	414	Family
53240742	P25639	PF10355	331	621	Family
53259909	P25044	PF00102	52	327	Domain
53261015	P40048	PF00102	691	877	Domain
53266544	P29461	PF00102	408	736	Domain
53271319	P40048	PF00102	528	690	Domain
53276248	P25366	PF03162	2	67	Domain
53276295	P53949	PF03162	3	169	Domain
53276674	P25366	PF03162	62	220	Domain
53276730	Q12454	PF03162	3	180	Domain
53276967	P53965	PF03162	116	280	Domain
53277312	P50946	PF03162	67	236	Domain
53290225	P47043	PF18217	618	641	Domain
53297270	P54786	PF08632	853	904	Domain
53297407	P50111	PF08632	842	893	Domain
53319829	P53899	PF01428	18	53	Family
53319843	Q08422	PF01428	85	129	Family
53322461	Q12157	PF12861	1	102	Family
53324834	P53246	PF02892	87	132	Domain
53354040	Q12145	PF00096	254	276	Domain
53381090	P33749	PF00096	602	624	Domain
53392171	Q03081	PF00096	95	117	Domain
53395537	P41696	PF00096	593	615	Domain
53398448	P39943	PF00096	45	69	Domain
53402016	P41696	PF00096	677	702	Domain
53403845	Q12041	PF00096	127	147	Domain
53407752	P53243	PF00096	36	59	Domain
53423482	P47043	PF00096	824	846	Domain
53428534	P33400	PF00096	212	234	Domain
53439392	P32805	PF00096	73	94	Domain
53452035	P39959	PF00096	418	440	Domain
53453504	Q04545	PF00096	61	83	Domain
53454896	Q12145	PF00096	282	306	Domain
53460789	P39933	PF00096	108	130	Domain
53497820	P39933	PF00096	80	102	Domain
53499566	P53968	PF00096	597	619	Domain
53516541	Q12531	PF00096	185	207	Domain
53518766	P27705	PF00096	66	90	Domain
53521056	P33748	PF00096	676	698	Domain
53539154	P33748	PF00096	647	670	Domain
53544942	P41696	PF00096	621	643	Domain
53554140	P39956	PF00096	738	759	Domain
53561349	P08153	PF00096	580	604	Domain
53563022	P32805	PF00096	12	36	Domain
