	uniprot	pfam	start	stop	type	Name	ID
48309162	P38756	PF00899	57	338	Domain	ThiF family	ThiF
48311038	P52488	PF00899	2	437	Domain	ThiF family	ThiF
48311662	P22515	PF00899	417	923	Domain	ThiF family	ThiF
48317029	P36101	PF00899	64	347	Domain	ThiF family	ThiF
48321301	P38820	PF00899	47	289	Domain	ThiF family	ThiF
48325368	P22515	PF00899	19	413	Domain	ThiF family	ThiF
48326007	P38862	PF00899	304	571	Domain	ThiF family	ThiF
48327128	Q06624	PF00899	16	345	Domain	ThiF family	ThiF
48331185	Q99344	PF00899	1	295	Domain	ThiF family	ThiF
48365985	P41338	PF02803	274	397	Domain	Thiolase, C-terminal domain	Thiolase_C
48374717	P27796	PF02803	296	416	Domain	Thiolase, C-terminal domain	Thiolase_C
48402834	P41338	PF00108	5	267	Domain	Thiolase, N-terminal domain	Thiolase_N
48418827	P27796	PF00108	36	289	Domain	Thiolase, N-terminal domain	Thiolase_N
48433635	P40557	PF00085	33	139	Domain	Thioredoxin	Thioredoxin
48440674	P17967	PF00085	33	137	Domain	Thioredoxin	Thioredoxin
48444940	P32474	PF00085	34	138	Domain	Thioredoxin	Thioredoxin
48450111	Q99316	PF00085	27	119	Domain	Thioredoxin	Thioredoxin
48454569	P22217	PF00085	2	101	Domain	Thioredoxin	Thioredoxin
48454929	Q12404	PF00085	30	134	Domain	Thioredoxin	Thioredoxin
48460294	P25372	PF00085	27	126	Domain	Thioredoxin	Thioredoxin
48463521	P22803	PF00085	2	102	Domain	Thioredoxin	Thioredoxin
48464174	P32642	PF00085	3	106	Domain	Thioredoxin	Thioredoxin
48468519	Q03835	PF00085	3	107	Domain	Thioredoxin	Thioredoxin
48468953	P32474	PF00085	376	484	Domain	Thioredoxin	Thioredoxin
48472817	P17967	PF00085	377	482	Domain	Thioredoxin	Thioredoxin
48485070	P22023	PF18401	254	395	Domain	Thioredoxin-like domain	Thioredoxin_13
48486065	P22023	PF18402	409	631	Domain	Thioredoxin-like domain	Thioredoxin_14
48508801	P32474	PF13848	171	338	Domain	Thioredoxin-like domain	Thioredoxin_6
48511858	P17967	PF13848	166	341	Domain	Thioredoxin-like domain	Thioredoxin_6
48519336	Q06682	PF13899	218	306	Domain	Thioredoxin-like	Thioredoxin_7
48545146	P40040	PF18592	122	177	Domain	Tho1/MOS11 C-terminal domain	Tho1_MOS11_C
48545645	P53552	PF11262	937	1116	Family	Transcription factor/nuclear export subunit protein 2	Tho2
48546648	P53552	PF11262	1109	1192	Family	Transcription factor/nuclear export subunit protein 2	Tho2
48547489	P53552	PF11732	658	732	Family	Transcription- and export-related complex subunit	Thoc2
48548460	P53552	PF16134	29	656	Family	THO complex subunit 2 N-terminus	THOC2_N
48550063	P33441	PF05615	8	159	Family	Tho complex subunit 7	THOC7
48550765	O13539	PF09432	115	243	Family	Tho complex subunit THP2	THP2
48553917	P42947	PF06738	345	386	Family	Putative threonine/serine exporter	ThrE
48555200	P42946	PF06738	1	201	Family	Putative threonine/serine exporter	ThrE
48557325	P42946	PF12821	223	369	Family	Threonine/Serine exporter, ThrE	ThrE_2
48565146	P00927	PF00585	485	574	Domain	C-terminal regulatory domain of Threonine dehydratase	Thr_dehydrat_C
48567161	P00927	PF00585	383	480	Domain	C-terminal regulatory domain of Threonine dehydratase	Thr_dehydrat_C
48572293	P16120	PF14821	7	88	Domain	Threonine synthase N terminus	Thr_synth_N
48572636	Q04746	PF04163	1	504	Family	Tht1-like nuclear fusion protein	Tht1
48580120	P53072	PF02926	99	259	Domain	THUMP domain	THUMP
48600079	P00572	PF02223	10	196	Domain	Thymidylate kinase	Thymidylate_kin
48608788	P06785	PF00303	11	304	Domain	Thymidylate synthase	Thymidylat_synt
48634168	P40578	PF01833	530	608	Domain	IPT/TIG domain	TIG
48638108	P35210	PF01833	508	592	Domain	IPT/TIG domain	TIG
48659701	P00942	PF00121	5	244	Domain	Triosephosphate isomerase	TIM
48672663	P32897	PF02466	97	210	Family	Tim17/Tim22/Tim23/Pmp24 family	Tim17
48673979	P39515	PF02466	14	122	Family	Tim17/Tim22/Tim23/Pmp24 family	Tim17
48675871	Q12328	PF02466	42	186	Family	Tim17/Tim22/Tim23/Pmp24 family	Tim17
48677266	P53220	PF08294	67	219	Domain	TIM21	TIM21
48678345	Q01852	PF04280	270	424	Domain	Tim44-like domain	Tim44
48681921	P47045	PF11711	20	466	Family	Inner membrane protein import complex subunit Tim54	Tim54
48682703	P53840	PF04821	44	366	Family	Timeless protein	TIMELESS
48687313	Q12199	PF04176	128	319	Family	TIP41-like family	TIP41
48689444	Q03940	PF06068	23	378	Domain	TIP49 P-loop domain	TIP49
48691185	Q12464	PF06068	19	362	Domain	TIP49 P-loop domain	TIP49
48692521	Q12464	PF17856	367	432	Domain	TIP49 AAA-lid domain	TIP49_C
48693453	Q03940	PF17856	383	448	Domain	TIP49 AAA-lid domain	TIP49_C
48724689	Q08952	PF07534	100	273	Domain	TLD	TLD
48725482	Q12108	PF07534	353	515	Domain	TLD	TLD
48741065	Q08687	PF11176	19	168	Family	Translation machinery-associated protein 16	Tma16
48741702	Q3E764	PF09072	3	64	Family	Translation machinery associated TMA7	TMA7
48753762	Q99382	PF05620	1	171	Family	SRP-independent targeting protein 2/TMEM208	TMEM208_SND2
48761814	P47131	PF03647	3	97	Family	Transmembrane proteins 14C	Tmemb_14
48764612	Q06537	PF10190	35	139	Family	Putative transmembrane protein 170	Tmemb_170
48768683	P47166	PF12329	158	231	Coiled-coil	TATA element modulatory factor 1 DNA binding	TMF_DNA_bd
48769507	P47166	PF12325	585	699	Coiled-coil	TATA element modulatory factor 1 TATA binding	TMF_TATA_bd
48773465	P41835	PF02581	12	212	Domain	Thiamine monophosphate synthase	TMP-TENI
48851814	Q08176	PF08219	9	91	Domain	Outer membrane protein TOM13	TOM13
48853178	P49334	PF04281	1	141	Family	Mitochondrial import receptor subunit Tom22	Tom22
48854297	P50110	PF10568	22	162	Family	Outer mitochondrial membrane transport complex protein	Tom37
48855116	P50110	PF11801	179	326	Domain	Tom37 C-terminal domain	Tom37_C
48855300	P80967	PF10642	1	47	Family	Mitochondrial import receptor subunit or translocase	Tom5
48855505	P33448	PF17112	17	61	Family	Mitochondrial import receptor subunit Tom6, fungal	Tom6
48855754	P53507	PF08038	14	54	Family	TOM7 family	Tom7
48958582	P13099	PF01131	170	625	Family	DNA topoisomerase	Topoisom_bac
48970263	P04786	PF01028	364	591	Domain	Eukaryotic DNA topoisomerase I, catalytic core	Topoisom_I
48972541	P04786	PF02919	143	361	Family	Eukaryotic DNA topoisomerase I, DNA binding fragment	Topoisom_I_N
48973554	P04786	PF14370	699	769	Family	C-terminal topoisomerase domain	Topo_C_assoc
48995944	P13099	PF01751	3	156	Family	Toprim domain	Toprim
49000295	P06786	PF01751	444	559	Family	Toprim domain	Toprim
49028189	P06786	PF16898	559	688	Family	C-terminal associated domain of TOPRIM	TOPRIM_C
49054378	Q12046	PF16131	4	114	Domain	Torus domain	Torus
49058293	P23179	PF04406	106	168	Domain	Type IIB DNA topoisomerase	TP6A_N
49064514	P35202	PF04265	236	305	Domain	Thiamin pyrophosphokinase, vitamin B1 binding domain	TPK_B1_binding
49070931	P35202	PF04263	55	218	Domain	Thiamin pyrophosphokinase, catalytic domain	TPK_catalytic
49080638	Q03096	PF10341	20	146	Family	Shelterin complex subunit, TPP1/ACD	TPP1
49091407	Q06408	PF02775	443	595	Domain	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	TPP_enzyme_C
49092309	P39994	PF02775	392	540	Domain	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	TPP_enzyme_C
49101097	P26263	PF02775	387	526	Domain	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	TPP_enzyme_C
49106410	P16467	PF02775	387	537	Domain	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	TPP_enzyme_C
49109476	P06169	PF02775	387	526	Domain	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	TPP_enzyme_C
49111528	P07342	PF02775	496	643	Domain	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	TPP_enzyme_C
49120186	Q07471	PF02775	398	555	Domain	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	TPP_enzyme_C
49124927	P16467	PF00205	201	337	Domain	Thiamine pyrophosphate enzyme, central domain	TPP_enzyme_M
49130342	P26263	PF00205	201	335	Domain	Thiamine pyrophosphate enzyme, central domain	TPP_enzyme_M
49134011	Q07471	PF00205	212	348	Domain	Thiamine pyrophosphate enzyme, central domain	TPP_enzyme_M
49135123	P39994	PF00205	195	327	Domain	Thiamine pyrophosphate enzyme, central domain	TPP_enzyme_M
49141604	P07342	PF00205	289	434	Domain	Thiamine pyrophosphate enzyme, central domain	TPP_enzyme_M
49141629	P06169	PF00205	201	336	Domain	Thiamine pyrophosphate enzyme, central domain	TPP_enzyme_M
49143991	Q06408	PF00205	244	383	Domain	Thiamine pyrophosphate enzyme, central domain	TPP_enzyme_M
49160060	P07342	PF02776	92	261	Domain	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	TPP_enzyme_N
49160239	P06169	PF02776	4	180	Domain	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	TPP_enzyme_N
49160339	Q07471	PF02776	15	190	Domain	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	TPP_enzyme_N
49163740	P16467	PF02776	4	180	Domain	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	TPP_enzyme_N
49169530	P26263	PF02776	4	179	Domain	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	TPP_enzyme_N
49177908	P39994	PF02776	3	170	Domain	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	TPP_enzyme_N
49183603	Q06408	PF02776	26	219	Domain	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	TPP_enzyme_N
49185771	Q12118	PF00515	170	203	Repeat	Tetratricopeptide repeat	TPR_1
49188695	P07213	PF00515	99	132	Repeat	Tetratricopeptide repeat	TPR_1
49191200	P33313	PF00515	122	154	Repeat	Tetratricopeptide repeat	TPR_1
49193163	P35056	PF00515	492	524	Repeat	Tetratricopeptide repeat	TPR_1
49193758	P38042	PF00515	608	641	Repeat	Tetratricopeptide repeat	TPR_1
49194728	P15705	PF00515	74	107	Repeat	Tetratricopeptide repeat	TPR_1
49203554	P14922	PF00515	330	362	Repeat	Tetratricopeptide repeat	TPR_1
49204303	Q12118	PF00515	136	169	Repeat	Tetratricopeptide repeat	TPR_1
49205444	P47103	PF00515	330	363	Repeat	Tetratricopeptide repeat	TPR_1
49209451	P38825	PF00515	412	445	Repeat	Tetratricopeptide repeat	TPR_1
49209689	P38825	PF00515	127	160	Repeat	Tetratricopeptide repeat	TPR_1
49210050	P38042	PF00515	540	573	Repeat	Tetratricopeptide repeat	TPR_1
49210377	P15705	PF00515	430	463	Repeat	Tetratricopeptide repeat	TPR_1
49229039	P16522	PF13414	438	479	Repeat	TPR repeat	TPR_11
49355406	P33339	PF13432	132	180	Family	Tetratricopeptide repeat	TPR_16
49380911	P07213	PF13432	435	497	Family	Tetratricopeptide repeat	TPR_16
49381863	P38042	PF13432	680	742	Family	Tetratricopeptide repeat	TPR_16
49410470	P35056	PF13432	316	380	Family	Tetratricopeptide repeat	TPR_16
49431442	P38825	PF14559	540	596	Domain	Tetratricopeptide repeat	TPR_19
49443664	P25638	PF14559	14	80	Domain	Tetratricopeptide repeat	TPR_19
49469378	P17883	PF18833	151	241	Repeat	Tetratricopeptide repeat	TPR_22
49481282	P33339	PF13174	960	991	Repeat	Tetratricopeptide repeat	TPR_6
49488772	P89105	PF13176	735	768	Repeat	Tetratricopeptide repeat	TPR_7
49506103	P14922	PF13181	296	329	Repeat	Tetratricopeptide repeat	TPR_8
49507484	P16522	PF13181	215	245	Repeat	Tetratricopeptide repeat	TPR_8
49507999	P16522	PF13181	397	430	Repeat	Tetratricopeptide repeat	TPR_8
49510718	P38825	PF13181	378	411	Repeat	Tetratricopeptide repeat	TPR_8
49514255	P38825	PF13181	162	194	Repeat	Tetratricopeptide repeat	TPR_8
49517452	P17883	PF13181	1019	1052	Repeat	Tetratricopeptide repeat	TPR_8
49521876	P38042	PF13181	574	607	Repeat	Tetratricopeptide repeat	TPR_8
49526578	P16522	PF13181	500	531	Repeat	Tetratricopeptide repeat	TPR_8
49529084	Q04364	PF13181	394	427	Repeat	Tetratricopeptide repeat	TPR_8
49534399	P16522	PF13181	536	567	Repeat	Tetratricopeptide repeat	TPR_8
49541413	P33339	PF13181	508	535	Repeat	Tetratricopeptide repeat	TPR_8
49550312	P42842	PF13181	637	670	Repeat	Tetratricopeptide repeat	TPR_8
49567884	Q02455	PF07926	999	1127	Coiled-coil	TPR/MLP1/MLP2-like protein	TPR_MLP1_2
49569828	P22215	PF03151	80	441	Family	Triose-phosphate Transporter family	TPT
49575957	P39542	PF03151	252	387	Family	Triose-phosphate Transporter family	TPT
49576295	Q03697	PF03151	4	158	Family	Triose-phosphate Transporter family	TPT
49578497	P39542	PF03151	13	243	Family	Triose-phosphate Transporter family	TPT
49588653	P32469	PF00590	1	238	Domain	Tetrapyrrole (Corrin/Porphyrin) Methylases	TP_methylase
49600643	P36150	PF00590	327	536	Domain	Tetrapyrrole (Corrin/Porphyrin) Methylases	TP_methylase
49635172	P33753	PF01938	163	227	Domain	TRAM domain	TRAM
49644292	P28496	PF08390	110	168	Family	TRAM1-like protein	TRAM1
49644665	P38703	PF08390	110	168	Family	TRAM1-like protein	TRAM1
49651503	P47153	PF03798	74	264	Domain	TLC domain	TRAM_LAG1_CLN8
49654184	P28496	PF03798	172	377	Domain	TLC domain	TRAM_LAG1_CLN8
49655095	P38703	PF03798	172	377	Domain	TLC domain	TRAM_LAG1_CLN8
49656102	Q06107	PF03798	99	295	Domain	TLC domain	TRAM_LAG1_CLN8
49661262	P53212	PF01709	30	287	Family	Transcriptional regulator	Transcrip_reg
49668643	Q12226	PF02458	129	467	Family	Transferase family	Transferase
49757100	P23254	PF02780	546	656	Domain	Transketolase, C-terminal domain	Transketolase_C
49757575	P33315	PF02780	546	657	Domain	Transketolase, C-terminal domain	Transketolase_C
49762294	P32473	PF02780	231	355	Domain	Transketolase, C-terminal domain	Transketolase_C
49776060	P23254	PF00456	7	339	Domain	Transketolase, thiamine diphosphate binding domain	Transketolase_N
49778450	P33315	PF00456	7	339	Domain	Transketolase, thiamine diphosphate binding domain	Transketolase_N
49816967	P23254	PF02779	354	533	Domain	Transketolase, pyrimidine binding domain	Transket_pyr
49818671	P32473	PF02779	37	215	Domain	Transketolase, pyrimidine binding domain	Transket_pyr
49827748	P20967	PF02779	644	857	Domain	Transketolase, pyrimidine binding domain	Transket_pyr
49830225	P33315	PF02779	354	533	Domain	Transketolase, pyrimidine binding domain	Transket_pyr
49909516	P40039	PF02133	73	489	Family	Permease for cytosine/purines, uracil, thiamine, allantoin	Transp_cyt_pur
49911538	Q08485	PF02133	34	485	Family	Permease for cytosine/purines, uracil, thiamine, allantoin	Transp_cyt_pur
49911869	P17064	PF02133	76	494	Family	Permease for cytosine/purines, uracil, thiamine, allantoin	Transp_cyt_pur
49914247	P38196	PF02133	119	575	Family	Permease for cytosine/purines, uracil, thiamine, allantoin	Transp_cyt_pur
49914332	Q04895	PF02133	105	564	Family	Permease for cytosine/purines, uracil, thiamine, allantoin	Transp_cyt_pur
49915686	Q05998	PF02133	34	483	Family	Permease for cytosine/purines, uracil, thiamine, allantoin	Transp_cyt_pur
49915752	P53099	PF02133	80	457	Family	Permease for cytosine/purines, uracil, thiamine, allantoin	Transp_cyt_pur
49915823	Q08579	PF02133	34	482	Family	Permease for cytosine/purines, uracil, thiamine, allantoin	Transp_cyt_pur
49916015	P05316	PF02133	103	562	Family	Permease for cytosine/purines, uracil, thiamine, allantoin	Transp_cyt_pur
49916806	Q12119	PF02133	73	491	Family	Permease for cytosine/purines, uracil, thiamine, allantoin	Transp_cyt_pur
50019546	Q99394	PF04051	45	265	Family	Transport protein particle (TRAPP) component	TRAPP
50019657	Q03337	PF04051	62	271	Family	Transport protein particle (TRAPP) component	TRAPP
50020679	P36149	PF04051	30	179	Family	Transport protein particle (TRAPP) component	TRAPP
50023137	P46944	PF12739	223	666	Family	ER-Golgi trafficking TRAPP I complex 85 kDa subunit	TRAPPC-Trs85
50023974	Q03660	PF12584	976	1099	Family	Trafficking protein particle complex subunit 10, TRAPPC10	TRAPPC10
50024454	Q04183	PF08626	7	1253	Family	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit	TRAPPC9-Trs120
50029016	Q06631	PF08164	414	498	Domain	Apoptosis-antagonizing transcription factor, C-terminal	TRAUB
50050739	P32356	PF01204	163	721	Domain	Trehalase	Trehalase
50050916	P35172	PF01204	192	750	Domain	Trehalase	Trehalase
50054307	P35172	PF07492	135	164	Domain	Neutral trehalase Ca2+ binding domain	Trehalase_Ca-bi
50054313	P32356	PF07492	106	135	Domain	Neutral trehalase Ca2+ binding domain	Trehalase_Ca-bi
50056103	P38427	PF02358	819	1055	Family	Trehalose-phosphatase	Trehalose_PPase
50058185	P38426	PF02358	785	1011	Family	Trehalose-phosphatase	Trehalose_PPase
50059686	P31688	PF02358	575	822	Family	Trehalose-phosphatase	Trehalose_PPase
50063869	Q02457	PF08558	29	306	Domain	Telomere repeat binding factor (TRF)	TRF
50144121	P28584	PF02386	301	846	Family	Cation transport protein	TrkH
50146517	P12685	PF02386	624	1180	Family	Cation transport protein	TrkH
50153104	P15565	PF02005	33	490	Family	N2,N2-dimethylguanosine tRNA methyltransferase	TRM
50158256	P53738	PF03966	2	124	Domain	Trm112p-like protein	Trm112p
50159391	Q12383	PF05206	179	474	Family	Methyltransferase TRM13	TRM13
50165384	P32559	PF10396	38	173	Family	GTP-binding protein TrmE N-terminus	TrmE_N
50182643	P26637	PF00133	41	149	Family	tRNA synthetases class I (I, L, M and V)	tRNA-synt_1
50195884	P48526	PF00133	63	714	Family	tRNA synthetases class I (I, L, M and V)	tRNA-synt_1
50199133	P26637	PF00133	179	769	Family	tRNA synthetases class I (I, L, M and V)	tRNA-synt_1
50208852	P09436	PF00133	16	641	Family	tRNA synthetases class I (I, L, M and V)	tRNA-synt_1
50214693	P11325	PF00133	434	604	Family	tRNA synthetases class I (I, L, M and V)	tRNA-synt_1
50215223	P07806	PF00133	156	780	Family	tRNA synthetases class I (I, L, M and V)	tRNA-synt_1
50222159	P48527	PF00579	80	397	Family	tRNA synthetases class I (W and Y)	tRNA-synt_1b
50234174	P04803	PF00579	29	335	Family	tRNA synthetases class I (W and Y)	tRNA-synt_1b
50239594	P36421	PF00579	35	335	Family	tRNA synthetases class I (W and Y)	tRNA-synt_1b
50240645	Q12109	PF00579	246	389	Family	tRNA synthetases class I (W and Y)	tRNA-synt_1b
50242412	P48525	PF00749	44	365	Domain	tRNA synthetases class I (E and Q), catalytic domain	tRNA-synt_1c
50247471	P13188	PF00749	251	565	Domain	tRNA synthetases class I (E and Q), catalytic domain	tRNA-synt_1c
50259792	P46655	PF00749	201	507	Domain	tRNA synthetases class I (E and Q), catalytic domain	tRNA-synt_1c
50265256	P13188	PF03950	567	752	Domain	tRNA synthetases class I (E and Q), anti-codon binding domain	tRNA-synt_1c_C
50265777	P46655	PF03950	509	681	Domain	tRNA synthetases class I (E and Q), anti-codon binding domain	tRNA-synt_1c_C
50269923	P38714	PF00750	159	511	Family	tRNA synthetases class I (R)	tRNA-synt_1d
50273251	Q05506	PF00750	123	475	Family	tRNA synthetases class I (R)	tRNA-synt_1d
50290449	P53852	PF01406	49	475	Family	tRNA synthetases class I (C) catalytic domain	tRNA-synt_1e
50299341	P00958	PF09334	198	590	Family	tRNA synthetases class I (M)	tRNA-synt_1g
50300195	P22438	PF09334	15	404	Family	tRNA synthetases class I (M)	tRNA-synt_1g
50311793	P11325	PF09334	49	190	Family	tRNA synthetases class I (M)	tRNA-synt_1g
50312978	P11325	PF13603	236	412	Domain	Leucyl-tRNA synthetase, Domain 2	tRNA-synt_1_2
50323268	P15179	PF00152	145	628	Domain	tRNA synthetases class II (D, K and N)	tRNA-synt_2
50327935	P38707	PF00152	230	549	Domain	tRNA synthetases class II (D, K and N)	tRNA-synt_2
50329017	P25345	PF00152	134	486	Domain	tRNA synthetases class II (D, K and N)	tRNA-synt_2
50331952	P32048	PF00152	207	570	Domain	tRNA synthetases class II (D, K and N)	tRNA-synt_2
50338555	P04802	PF00152	227	552	Domain	tRNA synthetases class II (D, K and N)	tRNA-synt_2
50351099	P15180	PF00152	225	577	Domain	tRNA synthetases class II (D, K and N)	tRNA-synt_2
50354208	P07236	PF00587	114	337	Domain	tRNA synthetase class II core domain (G, H, P, S and T)	tRNA-synt_2b
50361409	P07284	PF00587	232	419	Domain	tRNA synthetase class II core domain (G, H, P, S and T)	tRNA-synt_2b
50365279	P38705	PF00587	239	422	Domain	tRNA synthetase class II core domain (G, H, P, S and T)	tRNA-synt_2b
50370053	P04801	PF00587	404	617	Domain	tRNA synthetase class II core domain (G, H, P, S and T)	tRNA-synt_2b
50371332	P38708	PF00587	277	459	Domain	tRNA synthetase class II core domain (G, H, P, S and T)	tRNA-synt_2b
50377866	Q06817	PF00587	177	482	Domain	tRNA synthetase class II core domain (G, H, P, S and T)	tRNA-synt_2b
50382882	P39965	PF00587	100	429	Domain	tRNA synthetase class II core domain (G, H, P, S and T)	tRNA-synt_2b
