AC	ID	Name	Type
PF07261	DnaB_2	Replication initiation and membrane attachment	F
PF07262	CdiI	CDI immunity protein	F
PF07263	DMP1	Dentin matrix protein 1 (DMP1)	F
PF07264	EI24	Etoposide-induced protein 2.4 (EI24)	F
PF08326	ACC_central	Acetyl-CoA carboxylase, central region	F
PF07267	Nucleo_P87	Nucleopolyhedrovirus capsid protein P87	F
PF11029	DAZAP2	DAZ associated protein 2 (DAZAP2)	F
PF11028	DUF2723	Protein of unknown function (DUF2723)	F
PF06791	TMP_2	Prophage tail length tape measure protein	F
PF08495	FIST	FIST N domain	D
PF06797	DUF1229	Protein of unknown function (DUF1229)	F
PF06796	NapE	Periplasmic nitrate reductase protein NapE	F
PF06795	Erythrovirus_X	Erythrovirus X protein	F
PF06794	UPF0270	Uncharacterised protein family (UPF0270)	F
PF11021	DUF2613	Protein of unknown function (DUF2613)	F
PF11020	DUF2610	Domain of unknown function (DUF2610)	D
PF11023	DUF2614	Zinc-ribbon containing domain	F
PF11022	ATP19	ATP synthase subunit K	F
PF11025	GP40	Glycoprotein GP40 of Cryptosporidium	D
PF11024	DGF-1_4	Dispersed gene family protein 1 of Trypanosoma cruzi region 4	D
PF11027	DUF2615	Protein of unknown function (DUF2615)	F
PF11026	DUF2721	Protein of unknown function (DUF2721)	F
PF18467	DUF5613	Domain of unknown function (DUF5613)	D
PF08491	SE	Squalene epoxidase	F
PF10149	TM231	Transmembrane protein 231	F
PF18465	Rieske_3	Rieske 3Fe-4S	D
PF00152	tRNA-synt_2	tRNA synthetases class II (D, K and N)	D
PF18460	HetR_C	Heterocyst differentiation regulator C-terminal Hood domain	D
PF06284	Cytomega_UL84	Cytomegalovirus UL84 protein	F
PF02488	EMA	Merozoite Antigen	F
PF03416	Peptidase_C54	Peptidase family C54	F
PF08892	YqcI_YcgG	YqcI/YcgG family	F
PF06283	ThuA	Trehalose utilisation	D
PF10140	YukC	WXG100 protein secretion system (Wss), protein YukC	F
PF09580	Spore_YhcN_YlaJ	Sporulation lipoprotein YhcN/YlaJ (Spore_YhcN_YlaJ)	F
PF06929	Rotavirus_VP3	Rotavirus VP3 protein	F
PF10143	PhosphMutase	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	F
PF00158	Sigma54_activat	Sigma-54 interaction domain	D
PF06067	DUF932	Domain of unknown function (DUF932)	F
PF12444	Sox_N	Sox developmental protein N terminal	F
PF06136	DUF966	Domain of unknown function (DUF966)	F
PF06135	IreB	IreB regulatory phosphoprotein	F
PF06134	RhaA	L-rhamnose isomerase (RhaA)	D
PF06133	Com_YlbF	Control of competence regulator ComK, YlbF/YmcA	F
PF06131	DUF963	Schizosaccharomyces pombe repeat of unknown function (DUF963)	R
PF06130	PTAC	Phosphate propanoyltransferase	D
PF16569	GramPos_pilinBB	Gram-positive pilin backbone subunit 2, Cna-B-like domain	D
PF10146	zf-C4H2	Zinc finger-containing protein	F
PF06139	BphX	BphX-like	F
PF06138	Chordopox_E11	Chordopoxvirus E11 protein	F
PF07428	Tri3	15-O-acetyltransferase Tri3	F
PF18468	Pfk_N	Phosphofructokinase N-terminal domain yeast	D
PF17156	GAPES2	Gammaproteobacterial periplasmic sensor domain	F
PF08890	Phage_TAC_5	Phage XkdN-like tail assembly chaperone protein, TAC	F
PF16565	MIT_C	Phospholipase D-like domain at C-terminus of MIT	D
PF03569	Peptidase_C8	Peptidase family C8	F
PF16564	MBDa	p55-binding region of Methyl-CpG-binding domain proteins MBD	D
PF15630	CENP-S	CENP-S protein	D
PF15631	Imm-NTF2-2	NTF2 fold immunity protein	F
PF15632	ATPgrasp_Ter	ATP-grasp in the biosynthetic pathway with Ter operon	D
PF03564	DUF1759	Protein of unknown function (DUF1759)	F
PF03563	Bunya_G2	Bunyavirus glycoprotein G2	F
PF13047	DUF3907	Protein of unknown function (DUF3907)	F
PF03561	Allantoicase	Allantoicase repeat	F
PF15637	Tox-HNH-HHH	HNH/Endo VII superfamily nuclease toxin with a HHH motif	F
PF17702	DUF5548	Family of unknown function (DUF5548)	F
PF17703	DUF5549	Family of unknown function (DUF5549)	F
PF17252	DUF5319	Family of unknown function (DUF5319)	F
PF13046	DUF3906	Protein of unknown function (DUF3906)	F
PF17254	DUF5321	Family of unknown function (DUF5321)	F
PF17707	DUF5553	Family of unknown function (DUF5553)	F
PF17256	ANAPC16	Anaphase-promoting complex, subunit 16	F
PF17257	DUF5323	Family of unknown function (DUF5323)	F
PF17258	DUF5324	Family of unknown function (DUF5324)	F
PF17259	DUF5325	Family of unknown function (DUF5325)	F
PF02966	DIM1	Mitosis protein DIM1	D
PF17709	DUF5554	Family of unknown function (DUF5554)	F
PF02960	K1	K1 glycoprotein	F
PF02961	BAF	Barrier to autointegration factor	D
PF02962	CHMI	5-carboxymethyl-2-hydroxymuconate isomerase	D
PF02963	EcoRI	Restriction endonuclease EcoRI	D
PF04492	Phage_rep_O	Bacteriophage replication protein O	F
PF05063	MT-A70	MT-A70	F
PF16563	P66_CC	Coiled-coil and interaction region of P66A and P66B with MBD2	C
PF03684	UPF0179	Uncharacterised protein family (UPF0179)	F
PF16562	HECW_N	N-terminal domain of E3 ubiquitin-protein ligase HECW1 and 2	D
PF04490	Pox_T4_C	Poxvirus T4 protein, C terminus	F
PF12164	SporV_AA	Stage V sporulation protein AA	D
PF04491	Pox_T4_N	Poxvirus T4 protein, N terminus	F
PF07444	Ycf66_N	Ycf66 protein N-terminus	F
PF04496	Herpes_UL35	Herpesvirus UL35 family	F
PF16400	DUF5008	Domain of unknown function (DUF5008)	F
PF04497	Pox_E2-like	Poxviridae protein	F
PF03309	Pan_kinase	Type III pantothenate kinase	F
PF03308	MeaB	Methylmalonyl Co-A mutase-associated GTPase MeaB	D
PF04494	TFIID_NTD2	WD40 associated region in TFIID subunit, NTD2 domain	F
PF05069	Phage_tail_S	Phage virion morphogenesis family	F
PF03303	WTF	WTF protein	F
PF03302	VSP	Giardia variant-specific surface protein	F
PF03301	Trp_dioxygenase	Tryptophan 2,3-dioxygenase	F
PF04495	GRASP55_65	GRASP55/65 PDZ-like domain	D
PF03307	Adeno_E3_15_3	Adenovirus 15.3kD protein in E3 region	F
PF03306	AAL_decarboxy	Alpha-acetolactate decarboxylase	D
PF03305	Lipoprotein_X	Mycoplasma MG185/MG260 protein	F
PF03304	Mlp	Mlp lipoprotein family	F
PF07445	PriC	Primosomal replication protein priC	F
PF07419	PilM	PilM	F
PF06926	Rep_Org_C	Putative replisome organiser protein C-terminus	F
PF07418	PCEMA1	Acidic phosphoprotein precursor PCEMA1	F
PF11262	Tho2	Transcription factor/nuclear export subunit protein 2	F
PF13377	Peripla_BP_3	Periplasmic binding protein-like domain	D
PF13376	OmdA	Bacteriocin-protection, YdeI or OmpD-Associated	F
PF13375	RnfC_N	RnfC Barrel sandwich hybrid domain	D
PF13374	TPR_10	Tetratricopeptide repeat	R
PF13373	DUF2407_C	DUF2407 C-terminal domain	F
PF13372	Alginate_exp	Alginate export	D
PF13371	TPR_9	Tetratricopeptide repeat	R
PF13370	Fer4_13	4Fe-4S single cluster domain of Ferredoxin I	D
PF13379	NMT1_2	NMT1-like family	F
PF13378	MR_MLE_C	Enolase C-terminal domain-like	D
PF18703	MALT1_Ig	MALT1 Ig-like domain	D
PF12366	Casc1	Cancer susceptibility candidate 1	F
PF12365	DUF3649	Protein of unknown function (DUF3649)	F
PF12364	DUF3648	Protein of unknown function (DUF3648)	F
PF18707	IL2RB_N1	Interleukin-2 receptor subunit beta N-terminal domain 1	D
PF12362	DUF3646	DNA polymerase III gamma and tau subunits C terminal	F
PF12361	DBP	Duffy-antigen binding protein	F
PF18704	Chromo_2	Chromatin organization modifier domain 2	D
PF18709	DLP_helical	Dynamin-like helical domain	D
PF18708	MapZ_C2	MapZ extracellular C-terminal domain 2	D
PF01156	IU_nuc_hydro	Inosine-uridine preferring nucleoside hydrolase	D
PF12369	GnHR_trans	Gonadotropin hormone receptor transmembrane region	F
PF12368	Rhodanese_C	Rhodanase C-terminal	F
PF00356	LacI	Bacterial regulatory proteins, lacI family	D
PF07447	VP40	Matrix protein VP40	F
PF07410	Phage_Gp111	Streptococcus thermophilus bacteriophage Gp111 protein	F
PF00377	Prion	Prion/Doppel alpha-helical domain	D
PF00268	Ribonuc_red_sm	Ribonucleotide reductase, small chain	D
PF00376	MerR	MerR family regulatory protein	F
PF00375	SDF	Sodium:dicarboxylate symporter family	F
PF11629	Mst1_SARAH	C terminal SARAH domain of Mst1	F
PF11628	TCR_zetazeta	T-cell surface glycoprotein CD3 zeta chain	F
PF11627	HnRNPA1	Nuclear factor hnRNPA1	F
PF11626	Rap1_C	TRF2-interacting telomeric protein/Rap1 - C terminal domain	F
PF11625	DUF3253	Protein of unknown function (DUF3253)	F
PF11624	M157	MHC class I-like protein M157	F
PF11623	NdhS	NAD(P)H dehydrogenase subunit S	F
PF11622	DUF3251	Protein of unknown function (DUF3251)	F
PF11621	Sbi-IV	C3 binding domain 4 of IgG-bind protein SBI	F
PF11620	GABP-alpha	GA-binding protein alpha chain	F
PF01047	MarR	MarR family	D
PF01044	Vinculin	Vinculin family	F
PF01042	Ribonuc_L-PSP	Endoribonuclease L-PSP	D
PF01043	SecA_PP_bind	SecA preprotein cross-linking domain	D
PF18503	RPN6_C_helix	26S proteasome subunit RPN6 C-terminal helix domain	D
PF01041	DegT_DnrJ_EryC1	DegT/DnrJ/EryC1/StrS aminotransferase family	D
PF09588	YqaJ	YqaJ-like viral recombinase domain	D
PF14468	DUF4427	Protein of unknown function (DUF4427)	F
PF01048	PNP_UDP_1	Phosphorylase superfamily	D
PF01049	Cadherin_C	Cadherin cytoplasmic region	F
PF18831	LRR_11	Leucine-rich repeat	R
PF09212	CBM27	Carbohydrate binding module 27	D
PF09211	DUF1958	Domain of unknown function (DUF1958)	D
PF09210	DUF1957	Domain of unknown function (DUF1957)	D
PF18835	Beta_helix_2	Beta helix repeat of Inulin fructotransferase	R
PF18834	LPD22	Large polyvalent protein associated domain 22	D
PF18837	LRR_12	Leucine-rich repeat	R
PF18836	B_solenoid_ydck	Beta solenoid repeat from YDCK	R
PF18839	LPD24	Large polyvalent protein associated domain 24	D
PF18838	LPD23	Large polyvalent protein associated domain 23	D
PF09218	DUF1959	Domain of unknown function (DUF1959)	D
PF03657	UPF0113	UPF0113 PUA domain	D
PF08030	NAD_binding_6	Ferric reductase NAD binding domain	D
PF08031	BBE	Berberine and berberine like	D
PF08032	SpoU_sub_bind	RNA 2'-O ribose methyltransferase substrate binding	D
PF03656	Pam16	Pam16	F
PF08034	TES	Trematode eggshell synthesis protein	D
PF08035	Op_neuropeptide	Opioids neuropeptide	F
PF08036	Antimicrobial_6	Diapausin family of antimicrobial peptide	F
PF08037	Attractin	Attractin family	F
PF08038	Tom7	TOM7 family	F
PF08039	Mit_proteolip	Mitochondrial proteolipid	F
PF03650	MPC	Mitochondrial pyruvate carriers	F
PF11142	DUF2917	Protein of unknown function (DUF2917)	F
PF13704	Glyco_tranf_2_4	Glycosyl transferase family 2	F
PF13705	TRC8_N	TRC8 N-terminal domain	D
PF13702	Lysozyme_like	Lysozyme-like	D
PF03653	UPF0093	Uncharacterised protein family (UPF0093)	F
PF13700	DUF4158	Domain of unknown function (DUF4158)	D
PF13701	DDE_Tnp_1_4	Transposase DDE domain group 1	D
PF02830	V4R	V4R domain	F
PF03652	RuvX	Holliday junction resolvase	F
PF07442	Ponericin	Ponericin	F
PF11140	DUF2913	Protein of unknown function (DUF2913)	F
PF13708	DUF4942	Domain of unknown function (DUF4942)	D
PF13709	DUF4159	Domain of unknown function (DUF4159)	D
PF01222	ERG4_ERG24	Ergosterol biosynthesis ERG4/ERG24 family	F
PF01223	Endonuclease_NS	DNA/RNA non-specific endonuclease	D
PF01220	DHquinase_II	Dehydroquinase class II	D
PF11141	DUF2914	Protein of unknown function (DUF2914)	F
PF01226	Form_Nir_trans	Formate/nitrite transporter	F
PF01227	GTP_cyclohydroI	GTP cyclohydrolase I	D
PF06923	GutM	Glucitol operon activator protein (GutM)	F
PF08144	CPL	CPL (NUC119) domain	D
PF01228	Gly_radical	Glycine radical	D
PF01229	Glyco_hydro_39	Glycosyl hydrolases family 39	F
PF14467	DUF4426	Domain of unknown function (DUF4426)	D
PF17931	TetR_C_23	Tetracyclin repressor-like, C-terminal domain	D
PF11144	DUF2920	Protein of unknown function (DUF2920)	F
PF02831	gpW	gpW	F
PF14066	DUF4256	Protein of unknown function (DUF4256)	F
PF11145	DUF2921	Protein of unknown function (DUF2921)	F
PF04237	YjbR	YjbR	F
PF08157	NUC129	NUC129 domain	D
PF02836	Glyco_hydro_2_C	Glycosyl hydrolases family 2, TIM barrel domain	D
PF04024	PspC	PspC domain	D
PF18507	WW_1	WW domain	D
PF07899	Frigida	Frigida-like protein	F
PF12896	ANAPC4	Anaphase-promoting complex, cyclosome, subunit 4	D
PF00795	CN_hydrolase	Carbon-nitrogen hydrolase	F
PF12899	Glyco_hydro_100	Alkaline and neutral invertase	D
PF00797	Acetyltransf_2	N-acetyltransferase	F
PF02837	Glyco_hydro_2_N	Glycosyl hydrolases family 2, sugar binding domain	D
PF00791	ZU5	ZU5 domain	F
PF07964	Red1	Rec10 / Red1	F
PF00793	DAHP_synth_1	DAHP synthetase I family	D
PF00792	PI3K_C2	Phosphoinositide 3-kinase C2	D
PF00799	Gemini_AL1	Geminivirus Rep catalytic domain	D
PF00798	Arena_glycoprot	Arenavirus glycoprotein	F
PF13280	WYL	WYL domain	D
PF04474	DUF554	Protein of unknown function (DUF554)	F
PF04475	DUF555	Protein of unknown function (DUF555)	F
PF04476	4HFCP_synth	4-HFC-P synthase	F
PF07963	N_methyl	Prokaryotic N-terminal methylation motif	M
PF04471	Mrr_cat	Restriction endonuclease	F
PF04472	SepF	Cell division protein SepF	F
PF04473	DUF553	Transglutaminase-like domain	D
PF10246	MRP-S35	Mitochondrial ribosomal protein MRP-S35	F
PF04478	Mid2	Mid2 like cell wall stress sensor	F
PF04479	RTA1	RTA1 like protein	F
PF18566	Ldi	Linalool dehydratase/isomerase	D
PF07527	Hairy_orange	Hairy Orange	D
PF10669	Phage_Gp23	Protein gp23 (Bacteriophage A118)	F
PF00571	CBS	CBS domain	D
PF00570	HRDC	HRDC domain	D
PF00573	Ribosomal_L4	Ribosomal protein L4/L1 family	F
PF00572	Ribosomal_L13	Ribosomal protein L13	F
PF07079	DUF1347	Protein of unknown function (DUF1347)	F
PF00574	CLP_protease	Clp protease	D
PF00577	Usher	Outer membrane usher protein	F
PF00576	Transthyretin	HIUase/Transthyretin family	D
PF07075	DUF1343	Protein of unknown function (DUF1343)	F
PF00578	AhpC-TSA	AhpC/TSA family	D
PF07077	DUF1345	Protein of unknown function (DUF1345)	F
PF07076	DUF1344	Protein of unknown function (DUF1344)	F
PF07071	KDGP_aldolase	KDGP aldolase	D
PF07070	Spo0M	SpoOM protein	F
PF07526	POX	Associated with HOX	D
PF07072	ZapD	Cell division protein	F
PF06308	ErmC	23S rRNA methylastransferase leader peptide (ErmCL)	F
PF06309	Torsin	Torsin	F
PF06304	DUF1048	Protein of unknown function (DUF1048)	F
PF06305	LapA_dom	Lipopolysaccharide assembly protein A domain	F
PF06306	CgtA	Beta-1,4-N-acetylgalactosaminyltransferase (CgtA)	F
PF06307	Herpes_IR6	Herpesvirus IR6 protein	F
PF06300	Tsp45I	Tsp45I type II restriction enzyme	F
PF06301	Lambda_Kil	Bacteriophage lambda Kil protein	F
PF06303	MatP	MatP N-terminal domain	D
PF09846	DUF2073	Uncharacterized protein conserved in archaea (DUF2073)	F
PF09847	12TM_1	Membrane protein of 12 TMs	F
PF09844	DUF2071	Uncharacterized conserved protein (COG2071)	F
PF09845	DUF2072	Zn-ribbon containing protein	F
PF09842	DUF2069	Predicted membrane protein (DUF2069)	F
PF09843	DUF2070	Predicted membrane protein (DUF2070)	F
PF09840	DUF2067	Uncharacterized protein conserved in archaea (DUF2067)	F
PF15025	DUF4524	Domain of unknown function (DUF4524)	F
PF15024	Glyco_transf_18	Glycosyltransferase family 18	F
PF15027	DUF4525	Domain of unknown function (DUF4525)	F
PF14102	Caps_synth_CapC	Capsule biosynthesis CapC	F
PF15021	DUF4521	Protein of unknown function (DUF4521)	F
PF15020	CATSPERD	Cation channel sperm-associated protein subunit delta	F
PF09848	DUF2075	Uncharacterized conserved protein (DUF2075)	F
PF09849	DUF2076	Uncharacterized protein conserved in bacteria (DUF2076)	F
PF10182	Flo11	Flo11 domain	D
PF02956	TT_ORF1	TT viral orf 1	F
PF11952	XTBD	XRN-Two Binding Domain, XTBD	F
PF14454	Prok_Ub	Prokaryotic Ubiquitin	F
PF08325	WLM	WLM domain	D
PF04791	LMBR1	LMBR1-like membrane protein	F
PF00866	Ring_hydroxyl_B	Ring hydroxylating beta subunit	D
PF17041	SasG_E	E domain	D
PF06984	MRP-L47	Mitochondrial 39-S ribosomal protein L47 (MRP-L47)	F
PF02614	UxaC	Glucuronate isomerase	D
PF02615	Ldh_2	Malate/L-lactate dehydrogenase	F
PF03170	BcsB	Bacterial cellulose synthase subunit	F
PF03171	2OG-FeII_Oxy	2OG-Fe(II) oxygenase superfamily	D
PF03172	HSR	HSR domain	D
PF03173	CHB_HEX	Putative carbohydrate binding domain	D
PF03174	CHB_HEX_C	Chitobiase/beta-hexosaminidase C-terminal domain	D
PF03175	DNA_pol_B_2	DNA polymerase type B, organellar and viral	F
PF03176	MMPL	MMPL family	F
PF03177	Nucleoporin_C	Non-repetitive/WGA-negative nucleoporin C-terminal	F
PF03178	CPSF_A	CPSF A subunit region	F
PF03179	V-ATPase_G	Vacuolar (H+)-ATPase G subunit	F
PF06985	HET	Heterokaryon incompatibility protein (HET)	F
PF14484	FISNA	Fish-specific NACHT associated domain	F
PF14485	DUF4431	Domain of unknown function (DUF4431)	D
PF14486	DUF4432	Domain of unknown function (DUF4432)	F
PF14487	DarT	ssDNA thymidine ADP-ribosyltransferase, DarT	F
PF14480	DNA_pol3_a_NI	DNA polymerase III polC-type N-terminus I	F
PF14481	Fimbrial_PilY2	Type 4 fimbrial biogenesis protein PilY2	F
PF14488	DUF4434	Domain of unknown function (DUF4434)	F
PF14489	QueF	QueF-like protein	D
PF08178	GnsAB_toxin	GnsA/GnsB toxin of bacterial toxin-antitoxin system	F
PF01875	Memo	Memo-like protein	F
PF08678	Rsbr_N	Rsbr N terminal	D
PF10247	Romo1	Reactive mitochondrial oxygen species modulator 1	F
PF07596	SBP_bac_10	Protein of unknown function (DUF1559)	F
PF13198	DUF4014	Protein of unknown function (DUF4014)	F
PF13148	DUF3987	Protein of unknown function (DUF3987)	F
PF16429	DUF5026	Domain of unknown function (DUF5026)	F
PF16398	DUF5007	Domain of unknown function (DUF5007)	F
PF16399	Aquarius_N	Intron-binding protein aquarius N-terminus	F
PF13144	ChapFlgA	Chaperone for flagella basal body P-ring formation	F
PF16397	DUF5006	Domain of unknown function (DUF5006)	F
PF16394	DUF5003	Domain of unknown function (DUF5003)	F
PF16395	DUF5004	Domain of unknown function (DUF5004)	D
PF16420	ATG7_N	Ubiquitin-like modifier-activating enzyme ATG7 N-terminus	D
PF13141	DUF3979	Protein of unknown function (DUF3979)	F
PF16422	COE1_DBD	Transcription factor COE1 DNA-binding domain	D
PF16423	COE1_HLH	Transcription factor COE1 helix-loop-helix domain	D
PF01828	Peptidase_A4	Peptidase A4 family	F
PF01829	Peptidase_A6	Peptidase A6 family	D
PF12558	DUF3744	ATP-binding cassette cobalt transporter	F
PF12559	Inhibitor_I10	Serine endopeptidase inhibitors	F
PF01820	Dala_Dala_lig_N	D-ala D-ala ligase N-terminus	F
PF01821	ANATO	Anaphylotoxin-like domain	D
PF12556	CobS_N	Cobaltochelatase CobS subunit N terminal	F
PF12557	Co_AT_N	Cob(I)alamin adenosyltransferase N terminal	F
PF12550	GCR1_C	Transcriptional activator of glycolytic enzymes	F
PF01825	GPS	GPCR proteolysis site, GPS, motif	M
PF12552	DUF3741	Protein of unknown function (DUF3741)	F
PF12553	DUF3742	Protein of unknown function (DUF3742)	F
PF07520	SrfB	Virulence factor SrfB	F
PF00862	Sucrose_synth	Sucrose synthase	F
PF14738	CFAP91	Cilia- and flagella-associated protein 91	D
PF14739	DUF4472	Domain of unknown function (DUF4472)	F
PF14736	N_Asn_amidohyd	Protein N-terminal asparagine amidohydrolase	F
PF14737	DUF4470	Domain of unknown function (DUF4470)	F
PF14734	DUF4469	Domain of unknown function (DUF4469) with IG-like fold	D
PF14735	HAUS4	HAUS augmin-like complex subunit 4	F
PF14732	UAE_UbL	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain	D
PF14733	ACDC	AP2-coincident C-terminal	F
PF14730	DUF4468	Domain of unknown function (DUF4468) with TBP-like fold	D
PF14731	Staphopain_pro	Staphopain proregion	D
PF03795	YCII	YCII-related domain	D
PF03796	DnaB_C	DnaB-like helicase C terminal domain	D
PF03797	Autotransporter	Autotransporter beta-domain	D
PF03790	KNOX1	KNOX1 domain	F
PF03791	KNOX2	KNOX2 domain	F
PF03792	PBC	PBC domain	F
PF03793	PASTA	PASTA domain	D
PF03798	TRAM_LAG1_CLN8	TLC domain	D
PF03799	FtsQ	Cell division protein FtsQ	F
PF12086	DUF3563	Protein of unknown function (DUF3563)	F
PF12087	DUF3564	Protein of unknown function (DUF3564)	F
PF12084	DUF3561	Protein of unknown function (DUF3561)	F
PF12085	DUF3562	Protein of unknown function (DUF3562)	F
PF12083	DUF3560	Domain of unknown function (DUF3560)	F
PF12080	GldM_C	GldM C-terminal domain	D
PF12081	GldM_N	GldM N-terminal domain	D
PF16640	Big_3_5	Bacterial Ig-like domain (group 3)	D
PF16641	CLIP1_ZNF	CLIP1 zinc knuckle	F
PF16642	KCNQ2_u3	Unstructured region on Potassium channel subunit alpha KvLQT2	D
PF16643	cNMPbd_u2	Unstructured region on cNMP-binding protein	D
PF16644	NEXCaM_BD	Regulatory region of Na+/H+ exchanger NHE binds to calmodulin	D
PF16645	PHtD_u1	Unstructured region on Pneumococcal histidine triad protein	D
PF12088	DUF3565	Protein of unknown function (DUF3565)	F
PF12089	DUF3566	Transmembrane domain of unknown function (DUF3566)	D
PF02559	CarD_CdnL_TRCF	CarD-like/TRCF domain	F
PF02558	ApbA	Ketopantoate reductase PanE/ApbA	F
PF02229	PC4	Transcriptional Coactivator p15 (PC4)	D
PF02228	Gag_p19	Major core protein p19	F
PF02554	CstA	Carbon starvation protein CstA	F
PF02225	PA	PA domain	F
PF02224	Cytidylate_kin	Cytidylate kinase	D
PF02551	Acyl_CoA_thio	Acyl-CoA thioesterase	D
PF02222	ATP-grasp	ATP-grasp domain	F
PF02553	CbiN	Cobalt transport protein component CbiN	F
PF02552	CO_dh	CO dehydrogenase beta subunit/acetyl-CoA synthase epsilon subunit	F
PF13041	PPR_2	PPR repeat family	R
PF12588	PSDC	Phophatidylserine decarboxylase	F
PF16938	Phage_holin_Dp1	Putative phage holin Dp-1	F
PF16537	T2SSB	Type II secretion system protein B	F
